file_size,file_count,user,system,total
1000,1000,1.67,9.72,33.01
1000,10000,17.74,117.02,376.68
1000,100000,259.83,4031.19,6734.91
40000,1000,1.62,9.69,33.77
40000,10000,18.18,120.45,376.02
40000,100000,271.64,4023.86,6804.48
1000000,1000,1.76,10.37,33.86
1000000,10000,17.38,117.07,371.56
