file_size,file_count,user,system,total
1000,1000,0.01,0.44,32.72
1000,10000,0.09,4.27,306.96
1000,100000,1.01,41.38,3434.02
40000,1000,0.02,0.49,36.88
40000,10000,0.20,5.02,362.49
40000,100000,2.01,49.90,4357.88
1000000,1000,0.12,4.03,85.14
1000000,10000,1.03,33.82,912.08
1000000,100000,10.50,357.53,9500.49
8000000,1000,0.64,43.42,238.40
8000000,10000,6.59,429.85,2206.94
8000000,100000,67.59,4310.75,22454.33
