file_size,file_count,user,system,total
1000,1000,0.00,0.40,106.18
1000,10000,0.15,3.90,809.82
1000,100000,1.34,39.27,10383.64
40000,1000,0.01,0.49,123.47
40000,10000,0.19,4.85,1025.20
40000,100000,2.01,50.36,4267.36
1000000,1000,0.11,3.80,81.87
1000000,10000,1.04,35.80,905.46
1000000,100000,10.17,374.89,9278.85
8000000,1000,0.64,45.48,233.20
8000000,10000,6.82,452.65,2167.49
8000000,100000,64.48,4648.83,22251.55
