file_size,file_count,user,system,total
5000000,3000,4.916,55.885,455.563
5000000,6000,,,512.307
5000000,9000,,,694.931
5000000,12000,,,779.548
5000000,15000,,,847.165
5000000,18000,,,925.244
5000000,21000,,,1006.809
5000000,24000,,,919.748
5000000,27000,,,1268.136
5000000,30000,,,1006.047
5000000,33000,,,975.298
5000000,36000,,,1065.325
